,CIK,Company Name,Form Type,Date Filed,Filename,URL
2039,1413329,Philip Morris International Inc.,10-K,2019-02-07,edgar/data/1413329/0001413329-19-000007.txt,https://www.sec.gov/Archives/edgar/data/1413329/000141332919000007/pm123118form10kwrapinclfsm.htm
2040,1418091,"TWITTER, INC.",10-K,2019-02-21,edgar/data/1418091/0001564590-19-003523.txt,https://www.sec.gov/Archives/edgar/data/1418091/000156459019003523/twtr-10k_20181231.htm
2041,14272,BRISTOL MYERS SQUIBB CO,10-K,2019-02-25,edgar/data/14272/0000014272-19-000047.txt,https://www.sec.gov/Archives/edgar/data/14272/000001427219000047/bmy-20181231x10xk.htm
2042,1437107,"Discovery, Inc.",10-K,2019-03-01,edgar/data/1437107/0001437107-19-000013.txt,https://www.sec.gov/Archives/edgar/data/1437107/000143710719000013/disca-2018123110k.htm
2043,1442145,"Verisk Analytics, Inc.",10-K,2019-02-19,edgar/data/1442145/0001442145-19-000012.txt,https://www.sec.gov/Archives/edgar/data/1442145/000144214519000012/vrsk10k12312018.htm
2044,1466258,Ingersoll-Rand plc,10-K,2019-02-12,edgar/data/1466258/0001466258-19-000073.txt,https://www.sec.gov/Archives/edgar/data/1466258/000146625819000073/ir-10kx12312018.htm
2045,1467858,General Motors Co,10-K,2019-02-06,edgar/data/1467858/0001467858-19-000033.txt,https://www.sec.gov/Archives/edgar/data/1467858/000146785819000033/gm201810k.htm
2046,1478242,IQVIA HOLDINGS INC.,10-K,2019-02-19,edgar/data/1478242/0001564590-19-003180.txt,https://www.sec.gov/Archives/edgar/data/1478242/000156459019003180/iqv-10k_20181231.htm
2047,1489393,LyondellBasell Industries N.V.,10-K,2019-02-21,edgar/data/1489393/0001489393-19-000011.txt,https://www.sec.gov/Archives/edgar/data/1489393/000148939319000011/a2018q410k.htm
2048,1492633,Nielsen Holdings plc,10-K,2019-02-28,edgar/data/1492633/0001564590-19-005165.txt,https://www.sec.gov/Archives/edgar/data/1492633/000156459019005165/nlsnnv-10k_20181231.htm
2049,1501585,"HUNTINGTON INGALLS INDUSTRIES, INC.",10-K,2019-02-14,edgar/data/1501585/0001501585-19-000005.txt,https://www.sec.gov/Archives/edgar/data/1501585/000150158519000005/hii201810-k.htm
2050,1506307,"KINDER MORGAN, INC.",10-K,2019-02-08,edgar/data/1506307/0001506307-19-000033.txt,https://www.sec.gov/Archives/edgar/data/1506307/000150630719000033/kmi-2018x10k.htm
2051,1510295,Marathon Petroleum Corp,10-K,2019-02-28,edgar/data/1510295/0001510295-19-000014.txt,https://www.sec.gov/Archives/edgar/data/1510295/000151029519000014/mpc-20181231x10k.htm
2052,1513761,Norwegian Cruise Line Holdings Ltd.,10-K,2019-02-27,edgar/data/1513761/0001144204-19-010508.txt,https://www.sec.gov/Archives/edgar/data/1513761/000114420419010508/tv513897_10k.htm
2053,1519751,"Fortune Brands Home & Security, Inc.",10-K,2019-02-25,edgar/data/1519751/0001193125-19-049951.txt,https://www.sec.gov/Archives/edgar/data/1519751/000119312519049951/d654795d10k.htm
2054,1521332,Aptiv PLC,10-K,2019-02-04,edgar/data/1521332/0001521332-19-000007.txt,https://www.sec.gov/Archives/edgar/data/1521332/000152133219000007/aptv1231201810k.htm
2055,1524472,Xylem Inc.,10-K,2019-02-22,edgar/data/1524472/0001524472-19-000009.txt,https://www.sec.gov/Archives/edgar/data/1524472/000152447219000009/xyl1231201810k.htm
2056,1534701,Phillips 66,10-K,2019-02-22,edgar/data/1534701/0001534701-19-000063.txt,https://www.sec.gov/Archives/edgar/data/1534701/000153470119000063/psx-20181231_10k.htm
2057,1539838,"Diamondback Energy, Inc.",10-K,2019-02-25,edgar/data/1539838/0001539838-19-000008.txt,https://www.sec.gov/Archives/edgar/data/1539838/000153983819000008/diamondback201810-k.htm
2058,1551152,AbbVie Inc.,10-K,2019-02-27,edgar/data/1551152/0001551152-19-000008.txt,https://www.sec.gov/Archives/edgar/data/1551152/000155115219000008/abbv-20181231x10k.htm
2059,1551182,Eaton Corp plc,10-K,2019-02-27,edgar/data/1551182/0001551182-19-000045.txt,https://www.sec.gov/Archives/edgar/data/1551182/000155118219000045/etn12312018form10-k.htm
2060,1555280,Zoetis Inc.,10-K,2019-02-14,edgar/data/1555280/0001555280-19-000041.txt,https://www.sec.gov/Archives/edgar/data/1555280/000155528019000041/zoetis-20181231x10kye.htm
2061,1571949,"Intercontinental Exchange, Inc.",10-K,2019-02-07,edgar/data/1571949/0001571949-19-000003.txt,https://www.sec.gov/Archives/edgar/data/1571949/000157194919000003/ice2018123110k.htm
2062,1579241,Allegion plc,10-K,2019-02-19,edgar/data/1579241/0001579241-19-000006.txt,https://www.sec.gov/Archives/edgar/data/1579241/000157924119000006/alle10k12312018doc.htm
2063,1585364,PERRIGO Co plc,10-K,2019-02-27,edgar/data/1585364/0001585364-19-000016.txt,https://www.sec.gov/Archives/edgar/data/1585364/000158536419000016/cy18q410k.htm
2064,1585689,Hilton Worldwide Holdings Inc.,10-K,2019-02-13,edgar/data/1585689/0001585689-19-000034.txt,https://www.sec.gov/Archives/edgar/data/1585689/000158568919000034/q42018hwh10-k.htm
2065,1590955,"Paycom Software, Inc.",10-K,2019-02-14,edgar/data/1590955/0001564590-19-002998.txt,https://www.sec.gov/Archives/edgar/data/1590955/000156459019002998/payc-10k_20181231.htm
2066,1596532,"Arista Networks, Inc.",10-K,2019-02-15,edgar/data/1596532/0001596532-19-000027.txt,https://www.sec.gov/Archives/edgar/data/1596532/000159653219000027/anet20181231-10k.htm
2067,1598014,IHS Markit Ltd.,10-K,2019-01-18,edgar/data/1598014/0001598014-19-000017.txt,https://www.sec.gov/Archives/edgar/data/1598014/000159801419000017/q41810k.htm
2068,1601712,Synchrony Financial,10-K,2019-02-15,edgar/data/1601712/0001601712-19-000053.txt,https://www.sec.gov/Archives/edgar/data/1601712/000160171219000053/synchrony1231201810k.htm
2069,1633917,"PayPal Holdings, Inc.",10-K,2019-02-07,edgar/data/1633917/0001633917-19-000043.txt,https://www.sec.gov/Archives/edgar/data/1633917/000163391719000043/pypl201810-k.htm
2070,1652044,Alphabet Inc.,10-K,2019-02-05,edgar/data/1652044/0001652044-19-000004.txt,https://www.sec.gov/Archives/edgar/data/1652044/000165204419000004/goog10-kq42018.htm
2071,1659166,Fortive Corp,10-K,2019-02-28,edgar/data/1659166/0001659166-19-000085.txt,https://www.sec.gov/Archives/edgar/data/1659166/000165916619000085/a20181231-10k.htm
2072,1666700,DowDuPont Inc.,10-K,2019-02-11,edgar/data/1666700/0001666700-19-000006.txt,https://www.sec.gov/Archives/edgar/data/1666700/000166670019000006/a2018dwdp10-k.htm
2073,1681459,TechnipFMC plc,10-K,2019-03-11,edgar/data/1681459/0001681459-19-000011.txt,https://www.sec.gov/Archives/edgar/data/1681459/000168145919000011/technipfmc20181231-10k.htm
2074,1699150,"GARDNER DENVER HOLDINGS, INC.",10-K,2019-02-27,edgar/data/1699150/0001140361-19-004014.txt,https://www.sec.gov/Archives/edgar/data/1699150/000114036119004014/h10061123x1_10k.htm
2075,1701605,Baker Hughes a GE Co,10-K,2019-02-19,edgar/data/1701605/0001701605-19-000021.txt,https://www.sec.gov/Archives/edgar/data/1701605/000170160519000021/fiscalyear2018form10-k.htm
2076,1707925,LINDE PLC,10-K,2019-03-18,edgar/data/1707925/0001628280-19-003050.txt,https://www.sec.gov/Archives/edgar/data/1707925/000162828019003050/plc201810-k.htm
2077,1711269,"Evergy, Inc.",10-K,2019-02-22,edgar/data/1711269/0001711269-19-000013.txt,https://www.sec.gov/Archives/edgar/data/1711269/000171126919000013/evrg-12312018x10k.htm
2078,1739940,Cigna Corp,10-K,2019-02-28,edgar/data/1739940/0001047469-19-000792.txt,https://www.sec.gov/Archives/edgar/data/1739940/000104746919000792/a2237767z10-k.htm
2079,1800,ABBOTT LABORATORIES,10-K,2019-02-22,edgar/data/1800/0001047469-19-000624.txt,https://www.sec.gov/Archives/edgar/data/1800/000104746919000624/a2237733z10-k.htm
2080,18230,CATERPILLAR INC,10-K,2019-02-14,edgar/data/18230/0000018230-19-000034.txt,https://www.sec.gov/Archives/edgar/data/18230/000001823019000034/cat_10-kx12312018.htm
2081,18926,"CENTURYLINK, INC",10-K,2019-03-11,edgar/data/18926/0000018926-19-000006.txt,https://www.sec.gov/Archives/edgar/data/18926/000001892619000006/ctl2018123110k.htm
2082,19617,JPMORGAN CHASE & CO,10-K,2019-02-26,edgar/data/19617/0000019617-19-000054.txt,https://www.sec.gov/Archives/edgar/data/19617/000001961719000054/corp10k2018.htm
2083,200406,JOHNSON & JOHNSON,10-K,2019-02-20,edgar/data/200406/0000200406-19-000009.txt,https://www.sec.gov/Archives/edgar/data/200406/000020040619000009/form10-k20181230.htm
2084,20286,CINCINNATI FINANCIAL CORP,10-K,2019-02-22,edgar/data/20286/0000020286-19-000012.txt,https://www.sec.gov/Archives/edgar/data/20286/000002028619000012/cinf-20181231x10k.htm
2085,21344,COCA COLA CO,10-K,2019-02-21,edgar/data/21344/0000021344-19-000014.txt,https://www.sec.gov/Archives/edgar/data/21344/000002134419000014/a2018123110-k.htm
2086,21665,COLGATE PALMOLIVE CO,10-K,2019-02-21,edgar/data/21665/0000021665-19-000003.txt,https://www.sec.gov/Archives/edgar/data/21665/000002166519000003/cl-12312018x10k.htm
2087,217346,TEXTRON INC,10-K,2019-02-14,edgar/data/217346/0001104659-19-008151.txt,https://www.sec.gov/Archives/edgar/data/217346/000110465919008151/a19-30052_110k.htm
2088,24545,MOLSON COORS BREWING CO,10-K,2019-02-12,edgar/data/24545/0000024545-19-000007.txt,https://www.sec.gov/Archives/edgar/data/24545/000002454519000007/tap2018123110-k.htm
2089,24741,CORNING INC /NY,10-K,2019-02-12,edgar/data/24741/0000024741-19-000016.txt,https://www.sec.gov/Archives/edgar/data/24741/000002474119000016/glw-20181231x10k.htm
2090,2488,ADVANCED MICRO DEVICES INC,10-K,2019-02-08,edgar/data/2488/0000002488-19-000011.txt,https://www.sec.gov/Archives/edgar/data/2488/000000248819000011/amd-12292018x10k.htm
2091,26172,CUMMINS INC,10-K,2019-02-11,edgar/data/26172/0000026172-19-000009.txt,https://www.sec.gov/Archives/edgar/data/26172/000002617219000009/cmi201810-kdocument.htm
2092,27419,TARGET CORP,10-K,2019-03-13,edgar/data/27419/0000027419-19-000006.txt,https://www.sec.gov/Archives/edgar/data/27419/000002741919000006/tgt-20190202x10k.htm
2093,277135,GRAINGER W W INC,10-K,2019-02-28,edgar/data/277135/0000277135-19-000010.txt,https://www.sec.gov/Archives/edgar/data/277135/000027713519000010/gww20181231-10k.htm
2094,277948,CSX CORP,10-K,2019-02-06,edgar/data/277948/0000277948-19-000011.txt,https://www.sec.gov/Archives/edgar/data/277948/000027794819000011/csx-12312018x10k.htm
2095,27904,DELTA AIR LINES INC /DE/,10-K,2019-02-15,edgar/data/27904/0000027904-19-000003.txt,https://www.sec.gov/Archives/edgar/data/27904/000002790419000003/dal1231201810k.htm
2096,28412,COMERICA INC /NEW/,10-K,2019-02-12,edgar/data/28412/0000028412-19-000047.txt,https://www.sec.gov/Archives/edgar/data/28412/000002841219000047/a201810k.htm
2097,29534,DOLLAR GENERAL CORP,10-K,2019-03-22,edgar/data/29534/0001558370-19-002383.txt,https://www.sec.gov/Archives/edgar/data/29534/000155837019002383/dg-20190201x10k.htm
2098,29905,DOVER Corp,10-K,2019-02-15,edgar/data/29905/0000029905-19-000019.txt,https://www.sec.gov/Archives/edgar/data/29905/000002990519000019/wfx-20181231.htm
2099,29989,OMNICOM GROUP INC.,10-K,2019-02-12,edgar/data/29989/0000029989-19-000007.txt,https://www.sec.gov/Archives/edgar/data/29989/000002998919000007/a2018q410-k.htm
2100,30625,FLOWSERVE CORP,10-K,2019-02-20,edgar/data/30625/0000030625-19-000009.txt,https://www.sec.gov/Archives/edgar/data/30625/000003062519000009/fls12312018financialstatem.htm
2101,310158,"Merck & Co., Inc.",10-K,2019-02-27,edgar/data/310158/0000310158-19-000014.txt,https://www.sec.gov/Archives/edgar/data/310158/000031015819000014/mrk1231201810k.htm
2102,310764,STRYKER CORP,10-K,2019-02-07,edgar/data/310764/0000310764-19-000014.txt,https://www.sec.gov/Archives/edgar/data/310764/000031076419000014/syk10k123118.htm
2103,313616,DANAHER CORP /DE/,10-K,2019-02-21,edgar/data/313616/0000313616-19-000035.txt,https://www.sec.gov/Archives/edgar/data/313616/000031361619000035/dhr-20181231x10xk.htm
2104,313927,CHURCH & DWIGHT CO INC /DE/,10-K,2019-02-21,edgar/data/313927/0001564590-19-003587.txt,https://www.sec.gov/Archives/edgar/data/313927/000156459019003587/chd-10k_20181231.htm
2105,31462,ECOLAB INC.,10-K,2019-03-01,edgar/data/31462/0001558370-19-001379.txt,https://www.sec.gov/Archives/edgar/data/31462/000155837019001379/ecl-20181231x10k.htm
2106,315213,HALF ROBERT INTERNATIONAL INC /DE/,10-K,2019-02-15,edgar/data/315213/0001628280-19-001488.txt,https://www.sec.gov/Archives/edgar/data/315213/000162828019001488/rhi10k123118.htm
2107,315293,Aon plc,10-K,2019-02-19,edgar/data/315293/0001628280-19-001558.txt,https://www.sec.gov/Archives/edgar/data/315293/000162828019001558/aonplc201810-k.htm
2108,316709,SCHWAB CHARLES CORP,10-K,2019-02-22,edgar/data/316709/0000316709-19-000008.txt,https://www.sec.gov/Archives/edgar/data/316709/000031670919000008/schw-12312018x10k.htm
2109,31791,PERKINELMER INC,10-K,2019-02-26,edgar/data/31791/0000031791-19-000003.txt,https://www.sec.gov/Archives/edgar/data/31791/000003179119000003/pki1230201810k.htm
2110,318154,AMGEN INC,10-K,2019-02-13,edgar/data/318154/0000318154-19-000008.txt,https://www.sec.gov/Archives/edgar/data/318154/000031815419000008/amgn-12312018x10kq42018.htm
2111,320335,TORCHMARK CORP,10-K,2019-03-01,edgar/data/320335/0000320335-19-000006.txt,https://www.sec.gov/Archives/edgar/data/320335/000032033519000006/tmk201810-kdocumentxq42018.htm
2112,33185,EQUIFAX INC,10-K,2019-02-21,edgar/data/33185/0000033185-19-000007.txt,https://www.sec.gov/Archives/edgar/data/33185/000003318519000007/efx10k20181231.htm
2113,34088,EXXON MOBIL CORP,10-K,2019-02-27,edgar/data/34088/0000034088-19-000010.txt,https://www.sec.gov/Archives/edgar/data/34088/000003408819000010/xom10k2018.htm
2114,34903,FEDERAL REALTY INVESTMENT TRUST,10-K,2019-02-13,edgar/data/34903/0000034903-19-000013.txt,https://www.sec.gov/Archives/edgar/data/34903/000003490319000013/frt-1231201810k.htm
2115,352541,ALLIANT ENERGY CORP,10-K,2019-02-22,edgar/data/352541/0000352541-19-000013.txt,https://www.sec.gov/Archives/edgar/data/352541/000035254119000013/lnt1231201810-k.htm
2116,352915,UNIVERSAL HEALTH SERVICES INC,10-K,2019-02-27,edgar/data/352915/0001564590-19-004919.txt,https://www.sec.gov/Archives/edgar/data/352915/000156459019004919/uhs-10k_20181231.htm
2117,354190,GALLAGHER ARTHUR J & CO,10-K,2019-02-08,edgar/data/354190/0001193125-19-032304.txt,https://www.sec.gov/Archives/edgar/data/354190/000119312519032304/d618065d10k.htm
2118,354908,FLIR SYSTEMS INC,10-K,2019-02-28,edgar/data/354908/0000354908-19-000018.txt,https://www.sec.gov/Archives/edgar/data/354908/000035490819000018/flir-12312018x10k.htm
2119,354950,HOME DEPOT INC,10-K,2019-03-28,edgar/data/354950/0000354950-19-000010.txt,https://www.sec.gov/Archives/edgar/data/354950/000035495019000010/hd_10kx02032019.htm
2120,35527,FIFTH THIRD BANCORP,10-K,2019-03-01,edgar/data/35527/0001193125-19-059441.txt,https://www.sec.gov/Archives/edgar/data/35527/000119312519059441/d680668d10k.htm
2121,36104,US BANCORP \DE\,10-K,2019-02-22,edgar/data/36104/0001193125-19-047201.txt,https://www.sec.gov/Archives/edgar/data/36104/000119312519047201/d584906d10k.htm
2122,36270,M&T BANK CORP,10-K,2019-02-20,edgar/data/36270/0001564590-19-003467.txt,https://www.sec.gov/Archives/edgar/data/36270/000156459019003467/mtb-10k_20181231.htm
2123,37785,FMC CORP,10-K,2019-02-28,edgar/data/37785/0000037785-19-000039.txt,https://www.sec.gov/Archives/edgar/data/37785/000003778519000039/fmc201810k.htm
2124,37996,FORD MOTOR CO,10-K,2019-02-21,edgar/data/37996/0000037996-19-000012.txt,https://www.sec.gov/Archives/edgar/data/37996/000003799619000012/f1231201810-k.htm
2125,39911,GAP INC,10-K,2019-03-19,edgar/data/39911/0000039911-19-000023.txt,https://www.sec.gov/Archives/edgar/data/39911/000003991119000023/fy201810-k.htm
2126,40533,GENERAL DYNAMICS CORP,10-K,2019-02-13,edgar/data/40533/0000040533-19-000010.txt,https://www.sec.gov/Archives/edgar/data/40533/000004053319000010/gd-2018123110k.htm
2127,40545,GENERAL ELECTRIC CO,10-K,2019-02-26,edgar/data/40545/0000040545-19-000014.txt,https://www.sec.gov/Archives/edgar/data/40545/000004054519000014/ge10-k2018.htm
2128,40987,GENUINE PARTS CO,10-K,2019-02-25,edgar/data/40987/0000040987-19-000015.txt,https://www.sec.gov/Archives/edgar/data/40987/000004098719000015/gpc-12312018x10k.htm
2129,4281,Arconic Inc.,10-K,2019-02-21,edgar/data/4281/0000004281-19-000031.txt,https://www.sec.gov/Archives/edgar/data/4281/000000428119000031/form10k_4q18.htm
2130,4447,HESS CORP,10-K,2019-02-21,edgar/data/4447/0001564590-19-003671.txt,https://www.sec.gov/Archives/edgar/data/4447/000156459019003671/hes-10k_20181231.htm
2131,45012,HALLIBURTON CO,10-K,2019-02-13,edgar/data/45012/0000045012-19-000044.txt,https://www.sec.gov/Archives/edgar/data/45012/000004501219000044/hal12312018-10k.htm
2132,46080,HASBRO INC,10-K,2019-02-26,edgar/data/46080/0001193125-19-052025.txt,https://www.sec.gov/Archives/edgar/data/46080/000119312519052025/d678728d10k.htm
2133,47111,HERSHEY CO,10-K,2019-02-22,edgar/data/47111/0000047111-19-000010.txt,https://www.sec.gov/Archives/edgar/data/47111/000004711119000010/a2018form10-kq4.htm
2134,48039,HollyFrontier Corp,10-K,2019-02-20,edgar/data/48039/0000048039-19-000012.txt,https://www.sec.gov/Archives/edgar/data/48039/000004803919000012/hfc12-31x201810k.htm
2135,4904,AMERICAN ELECTRIC POWER CO INC,10-K,2019-02-21,edgar/data/4904/0000004904-19-000009.txt,https://www.sec.gov/Archives/edgar/data/4904/000000490419000009/aep10klegal20184q.htm
2136,49071,HUMANA INC,10-K,2019-02-21,edgar/data/49071/0000049071-19-000023.txt,https://www.sec.gov/Archives/edgar/data/49071/000004907119000023/hum-20181231x10k.htm
2137,49196,HUNTINGTON BANCSHARES INC/MD,10-K,2019-02-15,edgar/data/49196/0000049196-19-000018.txt,https://www.sec.gov/Archives/edgar/data/49196/000004919619000018/hban2018-12x31x10k.htm
2138,4962,AMERICAN EXPRESS CO,10-K,2019-02-13,edgar/data/4962/0000004962-19-000018.txt,https://www.sec.gov/Archives/edgar/data/4962/000000496219000018/axp201810k.htm
2139,4977,AFLAC INC,10-K,2019-02-25,edgar/data/4977/0000004977-19-000049.txt,https://www.sec.gov/Archives/edgar/data/4977/000000497719000049/afl12311810k.htm
2140,49826,ILLINOIS TOOL WORKS INC,10-K,2019-02-15,edgar/data/49826/0000049826-19-000021.txt,https://www.sec.gov/Archives/edgar/data/49826/000004982619000021/itw-20181231x10k.htm
2141,50863,INTEL CORP,10-K,2019-02-01,edgar/data/50863/0000050863-19-000007.txt,https://www.sec.gov/Archives/edgar/data/50863/000005086319000007/a12292018q4-10kdocument.htm
2142,51143,INTERNATIONAL BUSINESS MACHINES CORP,10-K,2019-02-26,edgar/data/51143/0001047469-19-000712.txt,https://www.sec.gov/Archives/edgar/data/51143/000104746919000712/a2237254z10-k.htm
2143,51253,INTERNATIONAL FLAVORS & FRAGRANCES INC,10-K,2019-02-26,edgar/data/51253/0000051253-19-000004.txt,https://www.sec.gov/Archives/edgar/data/51253/000005125319000004/iff10k2018.htm
2144,51434,INTERNATIONAL PAPER CO /NEW/,10-K,2019-02-20,edgar/data/51434/0000051434-19-000007.txt,https://www.sec.gov/Archives/edgar/data/51434/000005143419000007/a10-k123118.htm
2145,51644,"INTERPUBLIC GROUP OF COMPANIES, INC.",10-K,2019-02-25,edgar/data/51644/0000051644-19-000009.txt,https://www.sec.gov/Archives/edgar/data/51644/000005164419000009/ipg12311810k.htm
2146,5272,AMERICAN INTERNATIONAL GROUP INC,10-K,2019-02-15,edgar/data/5272/0000005272-19-000023.txt,https://www.sec.gov/Archives/edgar/data/5272/000000527219000023/maindocument001.htm
2147,54480,KANSAS CITY SOUTHERN,10-K,2019-01-25,edgar/data/54480/0000054480-19-000012.txt,https://www.sec.gov/Archives/edgar/data/54480/000005448019000012/kcs1231201810k.htm
2148,55067,KELLOGG CO,10-K,2019-02-25,edgar/data/55067/0001628280-19-001864.txt,https://www.sec.gov/Archives/edgar/data/55067/000162828019001864/k-2018q410xk.htm
2149,5513,Unum Group,10-K,2019-02-19,edgar/data/5513/0000005513-19-000004.txt,https://www.sec.gov/Archives/edgar/data/5513/000000551319000004/unm12312018-10xk.htm
2150,55785,KIMBERLY CLARK CORP,10-K,2019-02-07,edgar/data/55785/0000055785-19-000013.txt,https://www.sec.gov/Archives/edgar/data/55785/000005578519000013/kmb_2018xformx10k.htm
2151,58492,LEGGETT & PLATT INC,10-K,2019-02-27,edgar/data/58492/0000058492-19-000004.txt,https://www.sec.gov/Archives/edgar/data/58492/000005849219000004/leg201810k.htm
2152,59478,LILLY ELI & CO,10-K,2019-02-19,edgar/data/59478/0000059478-19-000082.txt,https://www.sec.gov/Archives/edgar/data/59478/000005947819000082/lly-20181231x10xk.htm
2153,59558,LINCOLN NATIONAL CORP,10-K,2019-02-20,edgar/data/59558/0000059558-19-000010.txt,https://www.sec.gov/Archives/edgar/data/59558/000005955819000010/lnc-20181231x10k.htm
2154,60086,LOEWS CORP,10-K,2019-02-13,edgar/data/60086/0001193125-19-037854.txt,https://www.sec.gov/Archives/edgar/data/60086/000119312519037854/d685868d10k.htm
2155,6201,American Airlines Group Inc.,10-K,2019-02-25,edgar/data/6201/0000006201-19-000009.txt,https://www.sec.gov/Archives/edgar/data/6201/000000620119000009/a10k123118.htm
2156,62709,"MARSH & MCLENNAN COMPANIES, INC.",10-K,2019-02-21,edgar/data/62709/0000062709-19-000010.txt,https://www.sec.gov/Archives/edgar/data/62709/000006270919000010/mmc1231201810k.htm
2157,62996,MASCO CORP /DE/,10-K,2019-02-07,edgar/data/62996/0000062996-19-000011.txt,https://www.sec.gov/Archives/edgar/data/62996/000006299619000011/mas_20181231x10k.htm
2158,63754,MCCORMICK & CO INC,10-K,2019-01-25,edgar/data/63754/0000063754-19-000017.txt,https://www.sec.gov/Archives/edgar/data/63754/000006375419000017/mkc-11302018x10kxq42018.htm
2159,63908,MCDONALDS CORP,10-K,2019-02-22,edgar/data/63908/0000063908-19-000010.txt,https://www.sec.gov/Archives/edgar/data/63908/000006390819000010/mcd-12312018x10k.htm
2160,64040,S&P Global Inc.,10-K,2019-02-13,edgar/data/64040/0000064040-19-000059.txt,https://www.sec.gov/Archives/edgar/data/64040/000006404019000059/spgi-20181231x10k.htm
2161,64803,CVS HEALTH Corp,10-K,2019-02-28,edgar/data/64803/0000064803-19-000013.txt,https://www.sec.gov/Archives/edgar/data/64803/000006480319000013/cvs-2018231x10k.htm
2162,65984,ENTERGY CORP /DE/,10-K,2019-02-26,edgar/data/65984/0000065984-19-000082.txt,https://www.sec.gov/Archives/edgar/data/65984/000006598419000082/etr-12312018x10k.htm
2163,66740,3M CO,10-K,2019-02-07,edgar/data/66740/0001558370-19-000470.txt,https://www.sec.gov/Archives/edgar/data/66740/000155837019000470/mmm-20181231x10k.htm
2164,6769,APACHE CORP,10-K,2019-03-01,edgar/data/6769/0001733037-19-000004.txt,https://www.sec.gov/Archives/edgar/data/6769/000173303719000004/apa10-k2018.htm
2165,68505,"Motorola Solutions, Inc.",10-K,2019-02-15,edgar/data/68505/0000068505-19-000006.txt,https://www.sec.gov/Archives/edgar/data/68505/000006850519000006/msi201810-k.htm
2166,701985,"L Brands, Inc.",10-K,2019-03-22,edgar/data/701985/0000701985-19-000015.txt,https://www.sec.gov/Archives/edgar/data/701985/000070198519000015/lb22201910k.htm
2167,702165,NORFOLK SOUTHERN CORP,10-K,2019-02-08,edgar/data/702165/0000702165-19-000012.txt,https://www.sec.gov/Archives/edgar/data/702165/000070216519000012/nsc1231201810-k.htm
2168,7084,ARCHER DANIELS MIDLAND CO,10-K,2019-02-19,edgar/data/7084/0000007084-19-000012.txt,https://www.sec.gov/Archives/edgar/data/7084/000000708419000012/adm-20181231x10k.htm
2169,70858,BANK OF AMERICA CORP /DE/,10-K,2019-02-26,edgar/data/70858/0000070858-19-000012.txt,https://www.sec.gov/Archives/edgar/data/70858/000007085819000012/bac-1231201810xk.htm
2170,713676,"PNC FINANCIAL SERVICES GROUP, INC.",10-K,2019-03-01,edgar/data/713676/0000713676-19-000015.txt,https://www.sec.gov/Archives/edgar/data/713676/000071367619000015/pnc201810k.htm
2171,715957,DOMINION ENERGY INC /VA/,10-K,2019-02-28,edgar/data/715957/0001193125-19-057924.txt,https://www.sec.gov/Archives/edgar/data/715957/000119312519057924/d662998d10k.htm
2172,718877,"Activision Blizzard, Inc.",10-K,2019-02-28,edgar/data/718877/0001047469-19-000788.txt,https://www.sec.gov/Archives/edgar/data/718877/000104746919000788/a2237840z10-k.htm
2173,719739,SVB FINANCIAL GROUP,10-K,2019-02-28,edgar/data/719739/0000719739-19-000018.txt,https://www.sec.gov/Archives/edgar/data/719739/000071973919000018/sivb-12312018x10k.htm
2174,726728,REALTY INCOME CORP,10-K,2019-02-22,edgar/data/726728/0000726728-19-000038.txt,https://www.sec.gov/Archives/edgar/data/726728/000072672819000038/realtyincome10k2018.htm
2175,72741,EVERSOURCE ENERGY,10-K,2019-02-26,edgar/data/72741/0000072741-19-000017.txt,https://www.sec.gov/Archives/edgar/data/72741/000007274119000017/a201810kdocument.htm
2176,728535,HUNT J B TRANSPORT SERVICES INC,10-K,2019-02-22,edgar/data/728535/0001437749-19-003134.txt,https://www.sec.gov/Archives/edgar/data/728535/000143774919003134/jbht20181231_10k.htm
2177,72903,XCEL ENERGY INC,10-K,2019-02-22,edgar/data/72903/0000072903-19-000010.txt,https://www.sec.gov/Archives/edgar/data/72903/000007290319000010/xcel1231201810-k.htm
2178,72971,WELLS FARGO & COMPANY/MN,10-K,2019-02-27,edgar/data/72971/0000072971-19-000227.txt,https://www.sec.gov/Archives/edgar/data/72971/000007297119000227/wfc-12312018x10k.htm
2179,73124,NORTHERN TRUST CORP,10-K,2019-02-26,edgar/data/73124/0000073124-19-000088.txt,https://www.sec.gov/Archives/edgar/data/73124/000007312419000088/a201810-k.htm
2180,731766,UNITEDHEALTH GROUP INC,10-K,2019-02-12,edgar/data/731766/0000731766-19-000005.txt,https://www.sec.gov/Archives/edgar/data/731766/000073176619000005/unh2018123110-k.htm
2181,732712,VERIZON COMMUNICATIONS INC,10-K,2019-02-15,edgar/data/732712/0000732712-19-000012.txt,https://www.sec.gov/Archives/edgar/data/732712/000073271219000012/a2018q410-k.htm
2182,732717,AT&T INC.,10-K,2019-02-20,edgar/data/732717/0001193125-19-045608.txt,https://www.sec.gov/Archives/edgar/data/732717/000119312519045608/d705958d10k.htm
2183,73309,NUCOR CORP,10-K,2019-02-28,edgar/data/73309/0001193125-19-057744.txt,https://www.sec.gov/Archives/edgar/data/73309/000119312519057744/d691427d10k.htm
2184,740260,VENTAS INC,10-K,2019-02-08,edgar/data/740260/0000740260-19-000037.txt,https://www.sec.gov/Archives/edgar/data/740260/000074026019000037/a4q18doc10k.htm
